Game,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Batman: The Brave and the Bold the Videogame,2010,Action,Warner Bros. Interactive Entertainment,0.23,0.04,0.0,0.02,0.29
Batman: Vengeance,2001,Adventure,Ubisoft,0.47000000000000003,0.26,0.0,0.08,0.81
Battalion Wars,2005,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4
Battalion Wars 2,2007,Strategy,Nintendo,0.22,0.02,0.08,0.02,0.34
Battle Arena Toshinden,1994,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27
Battle Assault 3 featuring Gundam Seed,2004,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
Battle Engine Aquila,2003,Shooter,Atari,0.02,0.01,0.0,0.0,0.03
Battle Fantasia,2008,Fighting,505 Games,0.07,0.0,0.01,0.01,0.09
Battle Princess of Arcadias,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
Battle Worlds: Kronos,2016,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01
BattleForge,2009,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01
Battleborn,2016,Shooter,Take-Two Interactive,0.26,0.16,0.02,0.06,0.49
Battlefield 1,2016,Shooter,Electronic Arts,2.49,3.16,0.21,0.84,6.71
Battlefield 1942,2002,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03
Battlefield 2,2005,Shooter,Electronic Arts,0.0,0.07,0.0,0.01,0.08
Battlefield 2142,2006,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03
Battlefield 2: Modern Combat,2005,Shooter,Electronic Arts,0.76,0.16,0.0,0.08,1.0
Battlefield 2: Modern Combat,2006,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41
Battlefield 3,2011,Shooter,Electronic Arts,8.2,6.43,0.41,2.23,17.27
Battlefield 4,2013,Shooter,Electronic Arts,6.4399999999999995,5.43,0.4600000000000001,1.61,13.93
Battlefield Vietnam,2004,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03
Battlefield: Bad Company,2008,Shooter,Electronic Arts,1.57,0.81,0.09,0.32999999999999996,2.8
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,3.62,2.64,0.12000000000000001,0.76,7.140000000000001
Battlefield: Hardline,2015,Shooter,Electronic Arts,1.43,1.44,0.15000000000000002,0.44,3.45
Battles of Prince of Persia,2005,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12
Battlestar Galactica,2003,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16
Battlestations: Midway,2007,Strategy,Eidos Interactive,0.21,0.03,0.0,0.02,0.27
Battlestations: Pacific,2009,Strategy,Eidos Interactive,0.17,0.13,0.01,0.03,0.35
Battlezone,2016,Action,Rebellion Developments,0.02,0.02,0.0,0.01,0.04
Bayonetta,2009,Action,Sega,0.95,0.64,0.3,0.24,2.14
Bayonetta 2,2014,Action,Nintendo,0.32,0.28,0.1,0.06,0.76
Beach Spikers: Virtua Beach Volleyball,2002,Sports,Sega,0.08,0.02,0.0,0.0,0.1
Beat Down: Fists of Vengeance,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17
BeatMania,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
Beaterator,2009,Misc,Take-Two Interactive,0.06,0.02,0.0,0.02,0.09
Beautiful Katamari,2007,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32
Bee Movie Game,2007,Action,Activision,0.51,0.05,0.0,0.05,0.6000000000000001
Bejeweled 3,2010,Puzzle,PopCap Games,0.02,0.05,0.0,0.01,0.08
Bejeweled Twist,2008,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05
Ben 10 Alien Force: Vilgax Attacks,2009,Action,D3Publisher,0.36,0.23,0.0,0.06,0.66
Ben 10 Ultimate Alien: Cosmic Destruction,2010,Platform,D3Publisher,0.1,0.06,0.0,0.02,0.18
Ben 10: Alien Force,2008,Action,Koch Media,0.52,0.21,0.0,0.07,0.8
Ben 10: Protector of Earth,2007,Action,D3Publisher,0.77,0.8500000000000001,0.0,0.31,1.94
Beowulf: The Game,2007,Action,Ubisoft,0.58,0.02,0.0,0.05,0.65
BeyBlade VForce: Super Tournament Battle,2002,Action,Atari,0.16,0.04,0.0,0.01,0.21
Beyblade Evolution,2013,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.04
Beyblade G-Revolution,2004,Action,Atari,0.15,0.05,0.0,0.0,0.2
Beyond: Two Souls,2013,Adventure,Sony Computer Entertainment,0.52,0.8,0.06,0.26,1.63
Big Bang Mini,2009,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
Big Beach Sports,2008,Sports,THQ,0.45,1.02,0.0,0.2,1.66
Big Brain Academy,2005,Misc,Nintendo,1.66,2.75,1.6,0.62,6.62
Big Brain Academy: Wii Degree,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79
Big Mutha Truckers,2002,Racing,Empire Interactive,0.5599999999999999,0.36,0.0,0.12,1.03
Big Mutha Truckers,2003,Racing,Empire Interactive,0.06,0.02,0.0,0.0,0.08
Big Mutha Truckers 2,2005,Racing,Empire Interactive,0.05,0.02,0.0,0.0,0.07
Big Mutha Truckers 2,2005,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2
Billy Hatcher and the Giant Egg,2003,Platform,Sega,0.19,0.05,0.0,0.01,0.25
Binary Domain,2012,Action,Sega,0.18,0.13,0.16,0.05,0.52
BioShock,2007,Shooter,Take-Two Interactive,1.66,1.24,0.05,0.30000000000000004,3.24
BioShock,2008,Shooter,Take-Two Interactive,0.75,0.46,0.01,0.2,1.42
BioShock 2,2010,Shooter,Take-Two Interactive,2.3,1.0,0.04,0.41000000000000003,3.74
BioShock Infinite,2013,Shooter,Take-Two Interactive,2.23,1.49,0.060000000000000005,0.51,4.28
BioShock The Collection,2016,Shooter,Take-Two Interactive,0.18,0.25,0.02,0.06999999999999999,0.53
Bionic Commando,2009,Platform,Capcom,0.24,0.29000000000000004,0.02,0.09,0.64
Bionicle,2003,Action,Electronic Arts,0.42,0.22,0.0,0.06999999999999999,0.7
Bionicle Heroes,2006,Shooter,Eidos Interactive,0.19,0.03,0.0,0.01,0.24
Bionicle Heroes,2007,Shooter,Eidos Interactive,0.03,0.0,0.0,0.0,0.04
Birds of Steel,2012,Simulation,Konami Digital Entertainment,0.21000000000000002,0.11,0.02,0.04,0.38
Black,2006,Shooter,Electronic Arts,1.32,0.13,0.03,0.17,1.67
Black * Rock Shooter: The Game,2011,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15
Black Sigil: Blade of the Exiled,2009,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05
Blacksite: Area 51,2007,Shooter,Midway Games,0.36,0.23,0.0,0.06999999999999999,0.6499999999999999
Blackthorne,2003,Action,Activision,0.01,0.0,0.0,0.0,0.01
Blackwater,2011,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12
Blade Dancer: Lineage of Light,2006,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06
Blade II,2002,Action,Activision,0.25,0.15,0.0,0.04,0.44
Blades of Time,2012,Action,Konami Digital Entertainment,0.11000000000000001,0.05,0.01,0.02,0.2
Bladestorm: Nightmare,2015,Action,Tecmo Koei,0.11,0.06,0.03,0.02,0.22000000000000003
Bladestorm: The Hundred Years' War,2007,Action,Tecmo Koei,0.18,0.04,0.14,0.03,0.37
"Blast Works: Build, Trade, Destroy",2008,Shooter,Eidos Interactive,0.09,0.0,0.0,0.01,0.1
BlazBlue Central Fiction,2016,Fighting,PQube,0.04,0.0,0.03,0.01,0.08
BlazBlue: Calamity Trigger,2009,Fighting,PQube,0.57,0.18,0.1,0.09,0.9299999999999999
BlazBlue: Calamity Trigger Portable,2010,Fighting,PQube,0.07,0.01,0.03,0.01,0.11
BlazBlue: Chrono Phantasma,2013,Fighting,Arc System Works,0.14,0.0,0.14,0.03,0.3
BlazBlue: Chrono Phantasma Extend,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14
BlazBlue: Continuum Shift,2010,Fighting,PQube,0.44,0.11000000000000001,0.11,0.06,0.72
BlazBlue: Continuum Shift II,2011,Fighting,PQube,0.08,0.03,0.11000000000000001,0.02,0.24
Blazblue: Continuum Shift Extend,2011,Fighting,PQube,0.03,0.05,0.11,0.02,0.2
Blazing Angels 2: Secret Missions of WWII,2007,Simulation,Ubisoft,0.21000000000000002,0.05,0.0,0.03,0.29000000000000004
Blazing Angels: Squadrons of WWII,2006,Simulation,Ubisoft,0.7899999999999999,0.26,0.0,0.13,1.18
Blazing Angels: Squadrons of WWII,2007,Simulation,Ubisoft,0.74,0.04,0.0,0.06,0.83
Bleach: Dark Souls,2007,Fighting,Sega,0.12,0.02,0.0,0.01,0.15
Bleach: Shattered Blade,2006,Fighting,Sega,0.21,0.01,0.08,0.02,0.32
Bleach: Soul Resurreccion,2011,Fighting,Nippon Ichi Software,0.27,0.1,0.07,0.05,0.49
Bleach: The 3rd Phantom,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2
Bleach: The Blade of Fate,2006,Fighting,Sega,0.29,0.01,0.12,0.03,0.45
Blinx: The Time Sweeper,2002,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56
Blitz: The League,2004,Sports,Midway Games,0.4,0.11,0.0,0.02,0.53
Blitz: The League,2005,Sports,Unknown,0.74,0.03,0.0,0.12,0.89
Blitz: The League,2006,Sports,Midway Games,0.15,0.0,0.0,0.01,0.16
Blitz: The League II,2008,Sports,Midway Games,0.19,0.03,0.0,0.03,0.25
Blood Bowl,2009,Sports,Focus Home Interactive,0.15,0.04,0.0,0.01,0.2
Blood Bowl: Legendary Edition,2010,Sports,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02
Blood Drive,2010,Racing,Activision,0.16,0.01,0.0,0.02,0.18
Blood Omen 2,2002,Action,Eidos Interactive,0.33,0.19,0.0,0.060000000000000005,0.5800000000000001
Blood Wake,2001,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57
BloodRayne,2002,Shooter,Universal Interactive,0.45,0.23,0.0,0.060000000000000005,0.74
BloodRayne 2,2004,Shooter,THQ,0.24,0.13,0.0,0.04,0.42000000000000004
Bloodborne,2015,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38,2.48
Bloody Roar 3,2001,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35
Bloody Roar 4,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09
Bloody Roar Extreme,2003,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04
Bloody Roar: Primal Fury,2002,Fighting,Activision,0.14,0.04,0.0,0.0,0.18
BlowOut,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23
Blue Dragon,2006,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92
Blue Dragon Plus,2008,Role-Playing,Ignition Entertainment,0.12,0.03,0.05,0.01,0.21
Blue Dragon: Awakened Shadow,2009,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1
Blur,2010,Racing,Activision,0.48,0.67,0.02,0.19,1.3699999999999999
Body and Brain Connection,2010,Misc,Namco Bandai Games,0.1,0.08,0.0,0.02,0.2
Bodycount,2011,Shooter,Codemasters,0.12000000000000001,0.08,0.0,0.03,0.22
Boktai 2: Solar Boy Django,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
Boktai: The Sun is in Your Hand,2003,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15
Bolt,2008,Adventure,Disney Interactive Studios,0.49,0.4,0.0,0.1,1.0
Bombastic,2002,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05
Bomberman,2005,Puzzle,Ubisoft,0.1,0.01,0.03,0.01,0.15
Bomberman,2006,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.01,0.15
Bomberman Generation,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25
Bomberman Jetters,2002,Puzzle,Hudson Soft,0.06,0.02,0.0,0.0,0.08
Bomberman Land,2007,Misc,Hudson Entertainment,0.06,0.0,0.0,0.0,0.06
Bomberman Land,2007,Misc,Rising Star Games,0.11,0.01,0.03,0.01,0.17
Bomberman Party Edition,1998,Puzzle,Virgin Interactive,0.07,0.05,0.0,0.01,0.12
Bomberman: Act Zero,2006,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
Boogie,2007,Misc,Electronic Arts,0.43,0.03,0.0,0.04,0.49
Boom Blox,2008,Puzzle,Electronic Arts,0.71,0.38,0.0,0.12,1.21
Boom Blox Bash Party,2009,Puzzle,Electronic Arts,0.33,0.09,0.0,0.04,0.46
Borderlands,2009,Shooter,Take-Two Interactive,3.61,1.45,0.03,0.61,5.71
Borderlands 2,2012,Shooter,Take-Two Interactive,3.36,2.01,0.14,0.7,6.21
Borderlands 2,2014,Shooter,Take-Two Interactive,0.32,0.16,0.01,0.15,0.64
Borderlands: The Handsome Collection,2015,Shooter,Take-Two Interactive,0.64,0.46,0.03,0.18000000000000002,1.31
Borderlands: The Pre-Sequel,2014,Shooter,Take-Two Interactive,0.8300000000000001,0.55,0.060000000000000005,0.19,1.6199999999999999
Botanicula,2012,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03
Bound By Flame,2014,Role-Playing,Focus Home Interactive,0.08,0.09,0.0,0.03,0.19
Bounty Hounds,2006,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03
Braid,2009,Platform,Number None,0.0,0.02,0.0,0.0,0.03
Brain Age 2: More Training in Minutes a Day,2005,Puzzle,Nintendo,3.43,5.35,5.32,1.18,15.29
Brain Age: Concentration Training,2012,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09
Brain Age: Train Your Brain in Minutes a Day,2005,Misc,Nintendo,4.74,9.2,4.16,2.04,20.15
Brain Boost: Beta Wave,2005,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15
Brain Challenge,2008,Misc,Ubisoft,0.41,0.0,0.0,0.03,0.45
Brandish: The Dark Revenant,2009,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02
Bratz: Rock Angelz,2005,Misc,THQ,0.19,0.15,0.0,0.05,0.38
Brave Fencer Musashi,1998,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14
Brave: A Warrior's Tale,2009,Action,SouthPeak Games,0.05,0.01,0.0,0.0,0.06
Bravely Second: End Layer,2015,Role-Playing,Nintendo,0.17,0.1,0.18,0.03,0.49
Breach,2011,Shooter,Destineer,0.01,0.0,0.0,0.0,0.01
Breakdown,2004,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12
Breath of Fire,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22
Breath of Fire II,2001,Role-Playing,Ubisoft,0.14,0.05,0.0,0.0,0.19
Breath of Fire IV,2000,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56
Breath of Fire: Dragon Quarter,2002,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.19
Brink,2011,Shooter,Bethesda Softworks,0.94,0.76,0.02,0.24,1.94
Britney's Dance Beat,2002,Misc,THQ,0.27,0.15,0.0,0.03,0.45999999999999996
Broken Sword 5: The Serpent's Curse,2015,Adventure,Revolution Software,0.0,0.08,0.0,0.01,0.09000000000000001
Broken Sword: Shadow of the Templars - The Director's Cut,2009,Adventure,Ubisoft,0.11,0.1,0.0,0.02,0.24
Broken Sword: The Shadow of the Templars,2002,Adventure,BAM! Entertainment,0.04,0.02,0.0,0.0,0.06
Broken Sword: The Sleeping Dragon,2003,Adventure,THQ,0.01,0.0,0.0,0.0,0.02
Brothers In Arms DS,2007,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04
Brothers In Arms: D-Day,2006,Shooter,Ubisoft,0.23,0.14,0.0,0.09,0.46
Brothers In Arms: Earned in Blood,2005,Shooter,Ubisoft,0.61,0.08,0.0,0.06999999999999999,0.77
Brothers In Arms: Road to Hill 30,2005,Shooter,Ubisoft,0.87,0.15000000000000002,0.0,0.08,1.12
Brothers in Arms: Double Time,2008,Shooter,Ubisoft,0.11,0.0,0.0,0.01,0.13
Brothers in Arms: Hell's Highway,2008,Shooter,Ubisoft,0.9099999999999999,0.66,0.0,0.24,1.82
Brothers: A Tale of Two Sons,2015,Adventure,505 Games,0.06,0.09,0.0,0.02,0.18000000000000002
Bruce Lee: Quest of the Dragon,2002,Fighting,Universal Interactive,0.23,0.07,0.0,0.01,0.31
Brunswick Pro Bowling,2007,Sports,505 Games,0.35,0.01,0.0,0.03,0.38
Brutal Legend,2009,Action,Electronic Arts,1.1600000000000001,0.53,0.0,0.22,1.91
Brute Force,2003,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83
Bubble Bobble Double Shot,2007,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.04
Bubble Bobble Revolution,2005,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05
Buffy the Vampire Slayer,2002,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23
Buffy the Vampire Slayer: Chaos Bleeds,2003,Action,Vivendi Games,0.19999999999999998,0.11,0.0,0.02,0.32999999999999996
Buffy the Vampire Slayer: Wrath of the Darkhul King,2003,Action,THQ,0.02,0.01,0.0,0.0,0.03
Build-A-Bear Workshop,2007,Simulation,Game Factory,0.85,0.01,0.0,0.07,0.93
Bujingai: The Forsaken City,2003,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1
Bullet Witch,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1
Bulletstorm,2011,Shooter,Electronic Arts,0.91,0.5900000000000001,0.02,0.18,1.71
Bully,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94
Bully: Scholarship Edition,2008,Action,Take-Two Interactive,0.7000000000000001,0.7000000000000001,0.03,0.16999999999999998,1.59
Burnout,2001,Racing,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74
Burnout,2002,Racing,Acclaim Entertainment,0.32,0.09,0.0,0.01,0.43
Burnout 2: Point of Impact,2002,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85
Burnout 2: Point of Impact,2003,Racing,Acclaim Entertainment,0.3,0.08,0.0,0.01,0.39
Burnout 3: Takedown,2004,Racing,Electronic Arts,2.07,1.54,0.0,0.38,3.99
Burnout Dominator,2007,Racing,Electronic Arts,0.02,0.38,0.01,0.05,0.45
Burnout Legends,2005,Racing,Electronic Arts,0.85,0.07,0.0,0.09,1.02
Burnout Paradise,2008,Racing,Electronic Arts,1.6400000000000001,1.19,0.03,0.43,3.29
Burnout Paradise: The Ultimate Box,2009,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.09
Burnout Revenge,2005,Racing,Electronic Arts,1.07,0.22,0.0,0.13,1.4300000000000002
Burnout Revenge,2006,Racing,Electronic Arts,0.42,0.04,0.0,0.04,0.5
Bus Simulator 16,2016,Simulation,Astragon,0.0,0.03,0.0,0.0,0.03
Bushido Blade,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16
Bust A Groove 2,1999,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26
Bust-A-Move DS,2005,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11
Bust-A-Move Universe,2011,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31
Buzz Lightyear of Star Command,2000,Platform,Activision,0.35,0.24,0.0,0.04,0.63
C.O.P.: The Recruit,2009,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08
C.O.R.E.,2009,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04
CSI: Crime Scene Investigation,2004,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12
CSI: Fatal Conspiracy,2010,Adventure,Ubisoft,0.22,0.12,0.0,0.04,0.39
Cabela's African Safari,2006,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14
Cabela's Alaskan Adventure,2006,Sports,Activision,0.12,0.0,0.0,0.01,0.13
Cabela's Big Game Hunter,2002,Sports,Activision,0.7,0.54,0.0,0.18,1.42
Cabela's Big Game Hunter 2005 Adventures,2004,Sports,Activision,0.41000000000000003,0.25,0.0,0.08,0.74
Cabela's Dangerous Hunts,2003,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15,1.17
Cabela's Dangerous Hunts 2009,2008,Sports,Activision Value,0.12,0.0,0.0,0.01,0.13
Cabela's Dangerous Hunts 2011,2010,Sports,Activision,0.26,0.04,0.0,0.03,0.33
Cabela's Deer Hunt 2005 Season,2004,Sports,Activision,0.09,0.02,0.0,0.0,0.11
Cabela's Deer Hunt: 2004 Season,2003,Sports,Activision Value,0.16,0.05,0.0,0.01,0.21
Cabela's North American Adventures,2010,Sports,Activision,0.1,0.0,0.0,0.01,0.11
Cabela's Trophy Bucks,2007,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05
Caesar IV,2006,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
Cake Mania,2007,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11
Call Of Duty 2: Big Red One,2005,Shooter,Activision,2.39,1.3900000000000001,0.01,0.32,4.12
Call of Cthulhu: Dark Corners of the Earth,2005,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06
Call of Duty 2,2005,Shooter,Activision,1.82,0.09,0.01,0.17,2.09
Call of Duty 3,2006,Shooter,Activision,2.98,1.57,0.05,0.68,5.2700000000000005
Call of Duty 4: Modern Warfare,2007,Shooter,Activision,9.99,5.75,0.42000000000000004,2.04,18.19
Call of Duty Black Ops: Declassified,2012,Action,Activision,0.71,0.43,0.07,0.26,1.47
Call of Duty: Advanced Warfare,2014,Shooter,Activision,6.180000000000001,5.26,0.15000000000000002,1.74,13.34
Call of Duty: Black Ops,2010,Shooter,Activision,16.99,8.54,0.59,3.08,29.19
Call of Duty: Black Ops II,2012,Shooter,Activision,14.08,10.84,0.72,3.7600000000000002,29.4
Call of Duty: Finest Hour,2004,Shooter,Activision,2.6,1.6,0.01,0.29,4.5
Call of Duty: Ghosts,2013,Shooter,Activision,14.71,8.48,0.48,3.0300000000000002,26.7
Call of Duty: Infinite Warfare,2016,Shooter,Activision,3.11,2.82,0.15,0.94,7.02
Call of Duty: Modern Warfare 2,2009,Shooter,Activision,13.52,8.02,0.46,2.97,24.95
Call of Duty: Modern Warfare 3,2011,Shooter,Activision,15.54,11.15,0.62,3.29,30.59
Call of Duty: Roads to Victory,2007,Shooter,Activision,0.52,1.02,0.0,0.59,2.13
Call of Duty: World at War,2008,Shooter,Activision,9.29,4.68,0.0,1.8099999999999998,15.78
Call of Juarez,2006,Shooter,Ubisoft,0.0,0.01,0.0,0.0,0.01
Call of Juarez,2007,Shooter,Ubisoft,0.14,0.02,0.0,0.01,0.18
Call of Juarez: Bound in Blood,2009,Shooter,Ubisoft,0.6499999999999999,0.64,0.01,0.21,1.51
Call of Juarez: The Cartel,2011,Shooter,Ubisoft,0.31,0.27,0.0,0.09,0.67
Calling,2009,Adventure,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
Capcom Classics Collection,2005,Misc,Capcom,0.22,0.17,0.05,0.06,0.51
Capcom Classics Collection Remixed,2006,Misc,Capcom,0.27,0.0,0.0,0.02,0.3
Capcom Digital Collection,2012,Action,Capcom,0.02,0.01,0.0,0.0,0.02
Capcom Fighting Evolution,2004,Fighting,Capcom,0.1,0.08,0.0,0.03,0.2
Capcom vs. SNK,2000,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0,0.22
Capcom vs. SNK 2 EO,2002,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11
Capcom vs. SNK 2 EO,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1
Capcom vs. SNK 2: Mark of the Millennium 2001,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75
Captain America: Super Soldier,2011,Action,Sega,0.26,0.13,0.0,0.05,0.44
Captain Morgane and the Golden Turtle,2012,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03
Captain Toad: Treasure Tracker,2014,Puzzle,Nintendo,0.53,0.38,0.19,0.09,1.19
Carmageddon: Max Damage,2016,Action,Stainless Games,0.02,0.01,0.0,0.0,0.03
Carnival Games,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05
Carnival Games,2008,Misc,Take-Two Interactive,1.21,0.63,0.0,0.19,2.03
Carnival Games: Mini Golf,2008,Sports,Take-Two Interactive,0.86,0.54,0.0,0.15,1.56
Carnival Island,2011,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23
Cars,2006,Racing,THQ,4.33,0.86,0.0,0.5,5.6899999999999995
Cars: Mater-National Championship,2007,Racing,THQ,1.13,0.01,0.0,0.09,1.23
Cars: Race-O-Rama,2009,Racing,THQ,0.14,0.01,0.0,0.01,0.15
Cartoon Network: Punch Time Explosion,2011,Fighting,Deep Silver,0.07,0.02,0.0,0.01,0.1
Casper: Spirit Dimensions,2001,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14
Castle Shikigami 2,2004,Shooter,Play It,0.01,0.01,0.0,0.0,0.02
Castle of Shikigami III,2007,Shooter,PQube,0.04,0.0,0.0,0.0,0.04
Castlevania Chronicles,2001,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
Castlevania Double Pack,2006,Platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0,0.1
Castlevania Judgment,2008,Fighting,Konami Digital Entertainment,0.12,0.02,0.01,0.01,0.16
Castlevania: Aria of Sorrow,2003,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28
Castlevania: Circle of the Moon,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89
Castlevania: Curse of Darkness,2005,Action,Konami Digital Entertainment,0.27,0.17,0.05,0.05,0.54
Castlevania: Dawn of Sorrow,2005,Platform,Konami Digital Entertainment,0.34,0.03,0.03,0.03,0.43
Castlevania: Harmony of Dissonance,2002,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26
Castlevania: Lament of Innocence,2003,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94
Castlevania: Lords of Shadow,2010,Action,Konami Digital Entertainment,0.9199999999999999,0.52,0.11,0.2,1.7600000000000002
Castlevania: Lords of Shadow 2,2014,Action,Konami Digital Entertainment,0.06,0.21,0.02,0.04,0.33
Castlevania: Order of Ecclesia,2008,Platform,Konami Digital Entertainment,0.27,0.02,0.04,0.03,0.36
Castlevania: Portrait of Ruin,2006,Platform,Konami Digital Entertainment,0.31,0.02,0.04,0.03,0.4
Castlevania: Symphony of the Night,1997,Platform,Konami Digital Entertainment,0.58,0.4,0.21,0.08,1.27
Castlevania: The Dracula X Chronicles,2007,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.41
Catherine,2011,Adventure,Deep Silver,0.5,0.2,0.23,0.08,1.01
Catwoman,2004,Action,Electronic Arts,0.17,0.08,0.0,0.02,0.30000000000000004
Cave Story 3D,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14
Cel Damage,2001,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12
Cel Damage,2002,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06
Celebrity Sports Showdown,2008,Sports,Electronic Arts,0.18,0.22,0.0,0.05,0.45
